FINCA;GRUPO;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12
EUFEMIA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OLGA;PORTERO;631506.8020169999;576593.167059;576593.167059;604049.9845380001;631506.8020169999;549136.34958;631506.8020169999;604049.9845380001;576593.167059;631506.8020169999;576593.167059;549136.34958;141824.3166955691;129491.76741769355;129491.76741769355;135658.04205663136;141824.3166955691;123325.49277875577;141824.3166955691;135658.04205663136;129491.76741769355;141824.3166955691;129491.76741769355;123325.49277875577;304460.46143713844;277985.63870347425;277985.63870347425;291223.05007030634;304460.46143713844;264748.22733664216;304460.46143713844;291223.05007030634;277985.63870347425;304460.46143713844;277985.63870347425;264748.22733664216;1077791.5801497074;984070.5731801677;984070.5731801677;1030931.0766649377;1077791.5801497074;937210.069695398;1077791.5801497074;1030931.0766649377;984070.5731801677;1077791.5801497074;984070.5731801677;937210.069695398
DON SAID;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASUNTINA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORLAMAR;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EL MORRO;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LA PERLA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARACATACA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOCATOMA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
JOYA;PORTERO;315753.40100849996;288296.5835295;288296.5835295;302024.99226900004;315753.40100849996;274568.17479;315753.40100849996;302024.99226900004;288296.5835295;315753.40100849996;288296.5835295;274568.17479;70912.15834778456;64745.88370884678;64745.88370884678;67829.02102831568;70912.15834778456;61662.746389377884;70912.15834778456;67829.02102831568;64745.88370884678;70912.15834778456;64745.88370884678;61662.746389377884;152230.23071856922;138992.81935173713;138992.81935173713;145611.52503515317;152230.23071856922;132374.11366832108;152230.23071856922;145611.52503515317;138992.81935173713;152230.23071856922;138992.81935173713;132374.11366832108;538895.7900748537;492035.28659008385;492035.28659008385;515465.53833246883;538895.7900748537;468605.034847699;538895.7900748537;515465.53833246883;492035.28659008385;538895.7900748537;492035.28659008385;468605.034847699
ESMERALDA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARANJOS;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
YUNQUE;PORTERO;631506.8020169999;576593.167059;576593.167059;604049.9845380001;631506.8020169999;549136.34958;631506.8020169999;604049.9845380001;576593.167059;631506.8020169999;576593.167059;549136.34958;141824.3166955691;129491.76741769355;129491.76741769355;135658.04205663136;141824.3166955691;123325.49277875577;141824.3166955691;135658.04205663136;129491.76741769355;141824.3166955691;129491.76741769355;123325.49277875577;304460.46143713844;277985.63870347425;277985.63870347425;291223.05007030634;304460.46143713844;264748.22733664216;304460.46143713844;291223.05007030634;277985.63870347425;304460.46143713844;277985.63870347425;264748.22733664216;1077791.5801497074;984070.5731801677;984070.5731801677;1030931.0766649377;1077791.5801497074;937210.069695398;1077791.5801497074;1030931.0766649377;984070.5731801677;1077791.5801497074;984070.5731801677;937210.069695398
DONAMA;PORTERO;631506.8020169999;576593.167059;576593.167059;604049.9845380001;631506.8020169999;549136.34958;631506.8020169999;604049.9845380001;576593.167059;631506.8020169999;576593.167059;549136.34958;141824.3166955691;129491.76741769355;129491.76741769355;135658.04205663136;141824.3166955691;123325.49277875577;141824.3166955691;135658.04205663136;129491.76741769355;141824.3166955691;129491.76741769355;123325.49277875577;304460.46143713844;277985.63870347425;277985.63870347425;291223.05007030634;304460.46143713844;264748.22733664216;304460.46143713844;291223.05007030634;277985.63870347425;304460.46143713844;277985.63870347425;264748.22733664216;1077791.5801497074;984070.5731801677;984070.5731801677;1030931.0766649377;1077791.5801497074;937210.069695398;1077791.5801497074;1030931.0766649377;984070.5731801677;1077791.5801497074;984070.5731801677;937210.069695398
BURDEOS;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE SUR 2;PORTERO;631506.8020169999;576593.167059;576593.167059;604049.9845380001;631506.8020169999;549136.34958;631506.8020169999;604049.9845380001;576593.167059;631506.8020169999;576593.167059;549136.34958;141824.3166955691;129491.76741769355;129491.76741769355;135658.04205663136;141824.3166955691;123325.49277875577;141824.3166955691;135658.04205663136;129491.76741769355;141824.3166955691;129491.76741769355;123325.49277875577;304460.46143713844;277985.63870347425;277985.63870347425;291223.05007030634;304460.46143713844;264748.22733664216;304460.46143713844;291223.05007030634;277985.63870347425;304460.46143713844;277985.63870347425;264748.22733664216;1077791.5801497074;984070.5731801677;984070.5731801677;1030931.0766649377;1077791.5801497074;937210.069695398;1077791.5801497074;1030931.0766649377;984070.5731801677;1077791.5801497074;984070.5731801677;937210.069695398
LAS MARGARITAS;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LA CECILIA;PORTERO;631506.8020169999;576593.167059;576593.167059;604049.9845380001;631506.8020169999;549136.34958;631506.8020169999;604049.9845380001;576593.167059;631506.8020169999;576593.167059;549136.34958;141824.3166955691;129491.76741769355;129491.76741769355;135658.04205663136;141824.3166955691;123325.49277875577;141824.3166955691;135658.04205663136;129491.76741769355;141824.3166955691;129491.76741769355;123325.49277875577;304460.46143713844;277985.63870347425;277985.63870347425;291223.05007030634;304460.46143713844;264748.22733664216;304460.46143713844;291223.05007030634;277985.63870347425;304460.46143713844;277985.63870347425;264748.22733664216;1077791.5801497074;984070.5731801677;984070.5731801677;1030931.0766649377;1077791.5801497074;937210.069695398;1077791.5801497074;1030931.0766649377;984070.5731801677;1077791.5801497074;984070.5731801677;937210.069695398
JOSEFINA;PORTERO;315753.40100849996;288296.5835295;288296.5835295;302024.99226900004;315753.40100849996;274568.17479;315753.40100849996;302024.99226900004;288296.5835295;315753.40100849996;288296.5835295;274568.17479;70912.15834778456;64745.88370884678;64745.88370884678;67829.02102831568;70912.15834778456;61662.746389377884;70912.15834778456;67829.02102831568;64745.88370884678;70912.15834778456;64745.88370884678;61662.746389377884;152230.23071856922;138992.81935173713;138992.81935173713;145611.52503515317;152230.23071856922;132374.11366832108;152230.23071856922;145611.52503515317;138992.81935173713;152230.23071856922;138992.81935173713;132374.11366832108;538895.7900748537;492035.28659008385;492035.28659008385;515465.53833246883;538895.7900748537;468605.034847699;538895.7900748537;515465.53833246883;492035.28659008385;538895.7900748537;492035.28659008385;468605.034847699
SAN ALFREDO;PORTERO;473630.1015127499;432444.87529425;432444.87529425;453037.48840350006;473630.1015127499;411852.262185;473630.1015127499;453037.48840350006;432444.87529425;473630.1015127499;432444.87529425;411852.262185;106368.23752167683;97118.82556327016;97118.82556327016;101743.53154247352;106368.23752167683;92494.11958406682;106368.23752167683;101743.53154247352;97118.82556327016;106368.23752167683;97118.82556327016;92494.11958406682;228345.34607785378;208489.2290276057;208489.2290276057;218417.28755272977;228345.34607785378;198561.1705024816;228345.34607785378;218417.28755272977;208489.2290276057;228345.34607785378;208489.2290276057;198561.1705024816;808343.6851122805;738052.929885126;738052.929885126;773198.3074987032;808343.6851122805;702907.5522715484;808343.6851122805;773198.3074987032;738052.929885126;808343.6851122805;738052.929885126;702907.5522715484
VICTORIA;PORTERO;631506.8020169999;576593.167059;576593.167059;604049.9845380001;631506.8020169999;549136.34958;631506.8020169999;604049.9845380001;576593.167059;631506.8020169999;576593.167059;549136.34958;141824.3166955691;129491.76741769355;129491.76741769355;135658.04205663136;141824.3166955691;123325.49277875577;141824.3166955691;135658.04205663136;129491.76741769355;141824.3166955691;129491.76741769355;123325.49277875577;304460.46143713844;277985.63870347425;277985.63870347425;291223.05007030634;304460.46143713844;264748.22733664216;304460.46143713844;291223.05007030634;277985.63870347425;304460.46143713844;277985.63870347425;264748.22733664216;1077791.5801497074;984070.5731801677;984070.5731801677;1030931.0766649377;1077791.5801497074;937210.069695398;1077791.5801497074;1030931.0766649377;984070.5731801677;1077791.5801497074;984070.5731801677;937210.069695398
CIRCASIA;PORTERO;947260.2030254998;864889.7505885;864889.7505885;906074.9768070001;947260.2030254998;823704.52437;947260.2030254998;906074.9768070001;864889.7505885;947260.2030254998;864889.7505885;823704.52437;212736.47504335365;194237.65112654032;194237.65112654032;203487.06308494703;212736.47504335365;184988.23916813364;212736.47504335365;203487.06308494703;194237.65112654032;212736.47504335365;194237.65112654032;184988.23916813364;456690.69215570757;416978.4580552114;416978.4580552114;436834.57510545955;456690.69215570757;397122.3410049632;456690.69215570757;436834.57510545955;416978.4580552114;456690.69215570757;416978.4580552114;397122.3410049632;1616687.370224561;1476105.859770252;1476105.859770252;1546396.6149974065;1616687.370224561;1405815.1045430969;1616687.370224561;1546396.6149974065;1476105.859770252;1616687.370224561;1476105.859770252;1405815.1045430969
CIENAGA;PORTERO;631506.8020169999;576593.167059;576593.167059;604049.9845380001;631506.8020169999;549136.34958;631506.8020169999;604049.9845380001;576593.167059;631506.8020169999;576593.167059;549136.34958;141824.3166955691;129491.76741769355;129491.76741769355;135658.04205663136;141824.3166955691;123325.49277875577;141824.3166955691;135658.04205663136;129491.76741769355;141824.3166955691;129491.76741769355;123325.49277875577;304460.46143713844;277985.63870347425;277985.63870347425;291223.05007030634;304460.46143713844;264748.22733664216;304460.46143713844;291223.05007030634;277985.63870347425;304460.46143713844;277985.63870347425;264748.22733664216;1077791.5801497074;984070.5731801677;984070.5731801677;1030931.0766649377;1077791.5801497074;937210.069695398;1077791.5801497074;1030931.0766649377;984070.5731801677;1077791.5801497074;984070.5731801677;937210.069695398
MARIA;PORTERO;631506.8020169999;576593.167059;576593.167059;604049.9845380001;631506.8020169999;549136.34958;631506.8020169999;604049.9845380001;576593.167059;631506.8020169999;576593.167059;549136.34958;141824.3166955691;129491.76741769355;129491.76741769355;135658.04205663136;141824.3166955691;123325.49277875577;141824.3166955691;135658.04205663136;129491.76741769355;141824.3166955691;129491.76741769355;123325.49277875577;304460.46143713844;277985.63870347425;277985.63870347425;291223.05007030634;304460.46143713844;264748.22733664216;304460.46143713844;291223.05007030634;277985.63870347425;304460.46143713844;277985.63870347425;264748.22733664216;1077791.5801497074;984070.5731801677;984070.5731801677;1030931.0766649377;1077791.5801497074;937210.069695398;1077791.5801497074;1030931.0766649377;984070.5731801677;1077791.5801497074;984070.5731801677;937210.069695398
REMANSO;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIEDECUESTA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAUTICA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAS LINAS;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON ALI;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DR4 DON ALI;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON CARLOS;PORTERO;947260.2030254998;864889.7505885;864889.7505885;906074.9768070001;947260.2030254998;823704.52437;947260.2030254998;906074.9768070001;864889.7505885;947260.2030254998;864889.7505885;823704.52437;212736.47504335365;194237.65112654032;194237.65112654032;203487.06308494703;212736.47504335365;184988.23916813364;212736.47504335365;203487.06308494703;194237.65112654032;212736.47504335365;194237.65112654032;184988.23916813364;456690.69215570757;416978.4580552114;416978.4580552114;436834.57510545955;456690.69215570757;397122.3410049632;456690.69215570757;436834.57510545955;416978.4580552114;456690.69215570757;416978.4580552114;397122.3410049632;1616687.370224561;1476105.859770252;1476105.859770252;1546396.6149974065;1616687.370224561;1405815.1045430969;1616687.370224561;1546396.6149974065;1476105.859770252;1616687.370224561;1476105.859770252;1405815.1045430969
EVA NORTE;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON PEDRO;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LA VELA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESPERANZA;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LINA MARGARITA;PORTERO;1764818.2307609697;1611355.7759121899;1611355.7759121899;1688087.0033365798;1764818.2307609697;1534624.5484878;1764818.2307609697;1688087.0033365798;1611355.7759121899;1764818.2307609697;1611355.7759121899;1534624.5484878;396344.3289448843;361879.60468880745;361879.60468880745;379111.9668168458;396344.3289448843;344647.24256076897;396344.3289448843;379111.9668168458;361879.60468880745;396344.3289448843;361879.60468880745;344647.24256076897;850849.6997561947;776862.7693426126;776862.7693426126;813856.2345494037;850849.6997561947;739869.3041358216;850849.6997561947;813856.2345494037;776862.7693426126;850849.6997561947;776862.7693426126;739869.3041358216;3012012.2594620488;2750098.1499436097;2750098.1499436097;2881055.204702829;3012012.2594620488;2619141.0951843904;3012012.2594620488;2881055.204702829;2750098.1499436097;3012012.2594620488;2750098.1499436097;2619141.0951843904
DON MARCE;PORTERO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENANO;TUMBAS & REPIQUES;2727490.60584;2490317.50968;2490317.50968;2608904.05776;2727490.60584;2371730.9616;2727490.60584;2608904.05776;2490317.50968;2727490.60584;2490317.50968;2371730.9616;612542.0822568252;559277.5533649274;559277.5533649274;585909.8178108764;612542.0822568252;532645.2889189784;612542.0822568252;585909.8178108764;559277.5533649274;612542.0822568252;559277.5533649274;532645.2889189784;1314970.86930372;1200625.576320788;1200625.576320788;1257798.222812254;1314970.86930372;1143452.9298293218;1314970.86930372;1257798.222812254;1200625.576320788;1314970.86930372;1200625.576320788;1143452.9298293218;4655003.557400545;4250220.639365716;4250220.639365716;4452612.0983831305;4655003.557400545;4047829.1803483004;4655003.557400545;4452612.0983831305;4250220.639365716;4655003.557400545;4250220.639365716;4047829.1803483004
