FINCA;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;TOTAL;DETALLE
NARANJOS;168067.90000000002;168067.90000000002;168067.90000000002;168067.90000000002;168067.90000000002;168067.90000000002;168067.90000000002;168067.90000000002;168067.90000000002;168067.90000000002;168067.90000000002;168067.90000000002;2016814.7999999998;Auxilios varios
YUNQUE;105424.41;105424.41;105424.41;105424.41;105424.41;105424.41;105424.41;105424.41;105424.41;105424.41;105424.41;105424.41;1265092.92;Auxilios varios
DONAMA;230711.39;230711.39;230711.39;230711.39;230711.39;230711.39;230711.39;230711.39;230711.39;230711.39;230711.39;230711.39;2768536.680000001;Auxilios varios
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Auxilios varios
DON MARCE SUR 2;111535.97;111535.97;111535.97;111535.97;111535.97;111535.97;111535.97;111535.97;111535.97;111535.97;111535.97;111535.97;1338431.64;Auxilios varios
LAS MARGARITAS;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;2255165.64;Auxilios varios
LA CECILIA;97784.96;97784.96;97784.96;97784.96;97784.96;97784.96;97784.96;97784.96;97784.96;97784.96;97784.96;97784.96;1173419.5199999998;Auxilios varios
JOSEFINA;131398.54;131398.54;131398.54;131398.54;131398.54;131398.54;131398.54;131398.54;131398.54;131398.54;131398.54;131398.54;1576782.4800000002;Auxilios varios
SAN ALFREDO;77922.39;77922.39;77922.39;77922.39;77922.39;77922.39;77922.39;77922.39;77922.39;77922.39;77922.39;77922.39;935068.68;Auxilios varios
VICTORIA;305578.0;305578.0;305578.0;305578.0;305578.0;305578.0;305578.0;305578.0;305578.0;305578.0;305578.0;305578.0;3666936.0;Auxilios varios
CIRCASIA;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;187930.47;2255165.64;Auxilios varios
CIENAGA;79450.28;79450.28;79450.28;79450.28;79450.28;79450.28;79450.28;79450.28;79450.28;79450.28;79450.28;79450.28;953403.3600000002;Auxilios varios
MARIA;71810.83;71810.83;71810.83;71810.83;71810.83;71810.83;71810.83;71810.83;71810.83;71810.83;71810.83;71810.83;861729.9599999998;Auxilios varios
REMANSO;589765.54;589765.54;589765.54;589765.54;589765.54;589765.54;589765.54;589765.54;589765.54;589765.54;589765.54;589765.54;7077186.48;Auxilios varios
PIEDECUESTA;253629.74000000002;253629.74000000002;253629.74000000002;253629.74000000002;253629.74000000002;253629.74000000002;253629.74000000002;253629.74000000002;253629.74000000002;253629.74000000002;253629.74000000002;253629.74000000002;3043556.880000001;Auxilios varios
NAUTICA;661576.37;661576.37;661576.37;661576.37;661576.37;623379.12;508787.37000000005;508787.37000000005;508787.37000000005;508787.37000000005;508787.37000000005;508787.37000000005;6983985.19;Auxilios varios
LAS LINAS;455311.22000000003;455311.22000000003;455311.22000000003;455311.22000000003;447671.77;420169.75;420169.75;427809.2;450727.55000000005;450727.55000000005;450727.55000000005;450727.55000000005;5339975.55;Auxilios varios
DON ALI;299466.44;299466.44;299466.44;299466.44;299466.44;291826.99;285715.43;285715.43;285715.43;285715.43;285715.43;285715.43;3503451.7700000005;Auxilios varios
DR4 DON ALI;29029.910000000003;29029.910000000003;29029.910000000003;29029.910000000003;29029.910000000003;29029.910000000003;29029.910000000003;29029.910000000003;29029.910000000003;29029.910000000003;29029.910000000003;29029.910000000003;348358.92000000004;Auxilios varios
DON CARLOS;90145.51000000001;90145.51000000001;90145.51000000001;90145.51000000001;90145.51000000001;90145.51000000001;90145.51000000001;90145.51000000001;90145.51000000001;90145.51000000001;90145.51000000001;90145.51000000001;1081746.12;Auxilios varios
EVA NORTE;705885.18;699773.62;678383.16;684494.7200000001;690606.28;690606.28;690606.28;690606.28;690606.28;690606.28;690606.28;690606.28;8293386.920000002;Auxilios varios
DON PEDRO;340719.47000000003;340719.47000000003;340719.47000000003;340719.47000000003;340719.47000000003;340719.47000000003;340719.47000000003;340719.47000000003;340719.47000000003;340719.47000000003;340719.47000000003;340719.47000000003;4088633.640000001;Auxilios varios
LA VELA;235295.06000000003;235295.06000000003;235295.06000000003;235295.06000000003;235295.06000000003;232239.28000000003;229183.50000000003;229183.50000000003;229183.50000000003;229183.50000000003;229183.50000000003;229183.50000000003;2783815.58;Auxilios varios
ESPERANZA;229183.50000000003;230711.39;230711.39;230711.39;230711.39;216960.38;204737.26;204737.26;204737.26;204737.26;204737.26;204737.26;2597413.0;Auxilios varios
LINA MARGARITA;137510.1;137510.1;137510.1;137510.1;146677.44;169595.79;171123.68000000002;171123.68000000002;171123.68000000002;171123.68000000002;171123.68000000002;171123.68000000002;1893055.71;Auxilios varios
DON MARCE;210848.82;261269.19000000003;313217.45;346831.03;346831.03;346831.03;346831.03;346831.03;346831.03;346831.03;346831.03;346831.03;3906814.7300000014;Auxilios varios
ENANO;0.0;0.0;0.0;0.0;2790000.0;0.0;0.0;8556000.0;5100000.0;0.0;0.0;27342000.0;43788000.0;Pactos y convenciones
EVA;0.0;0.0;0.0;0.0;2025000.0;0.0;0.0;6210000.0;5100000.0;0.0;0.0;19845000.0;33180000.0;Pactos y convenciones
SAMI;0.0;0.0;0.0;0.0;2895000.0;0.0;0.0;8878000.0;5100000.0;0.0;0.0;28371000.0;45244000.0;Pactos y convenciones
VEGA;0.0;0.0;0.0;0.0;1125000.0;0.0;0.0;3450000.0;5100000.0;0.0;0.0;11025000.0;20700000.0;Pactos y convenciones
FEDERICA;0.0;0.0;0.0;0.0;3255000.0;0.0;0.0;9982000.0;5100000.0;0.0;0.0;31899000.0;50236000.0;Pactos y convenciones
NEERLANDIA;0.0;0.0;0.0;0.0;2160000.0;0.0;0.0;6624000.0;5100000.0;0.0;0.0;21168000.0;35052000.0;Pactos y convenciones
SAN ANTONIO;0.0;0.0;0.0;0.0;2355000.0;0.0;0.0;7222000.0;5100000.0;0.0;0.0;23079000.0;37756000.0;Pactos y convenciones
MRS;0.0;0.0;0.0;0.0;930000.0;0.0;0.0;2852000.0;5100000.0;0.0;0.0;9114000.0;17996000.0;Pactos y convenciones
DON FUAD;0.0;0.0;0.0;0.0;2910000.0;0.0;0.0;8924000.0;5100000.0;0.0;0.0;28518000.0;45452000.0;Pactos y convenciones
EUFEMIA;0.0;0.0;0.0;0.0;4500000.0;0.0;0.0;13478000.0;5100000.0;0.0;0.0;43071000.0;66149000.0;Pactos y convenciones
OLGA;0.0;0.0;0.0;0.0;795000.0;0.0;0.0;2438000.0;5100000.0;0.0;0.0;7791000.0;16124000.0;Pactos y convenciones
DON SAID;0.0;0.0;0.0;0.0;9225000.0;0.0;0.0;28290000.0;5100000.0;0.0;0.0;90405000.0;133020000.0;Pactos y convenciones
ASUNTINA;0.0;0.0;0.0;0.0;4170000.0;0.0;0.0;12788000.0;5100000.0;0.0;0.0;40866000.0;62924000.0;Pactos y convenciones
PORLAMAR;0.0;0.0;0.0;0.0;8205000.0;0.0;0.0;25162000.0;5100000.0;0.0;0.0;80409000.0;118876000.0;Pactos y convenciones
EL MORRO;0.0;0.0;0.0;0.0;810000.0;0.0;0.0;2484000.0;5100000.0;0.0;0.0;7938000.0;16332000.0;Pactos y convenciones
LA PERLA;0.0;0.0;0.0;0.0;930000.0;0.0;0.0;2852000.0;5100000.0;0.0;0.0;9114000.0;17996000.0;Pactos y convenciones
ARACATACA;0.0;0.0;0.0;0.0;4635000.0;0.0;0.0;14214000.0;5100000.0;0.0;0.0;45423000.0;69372000.0;Pactos y convenciones
BOCATOMA;0.0;0.0;0.0;0.0;2190000.0;0.0;0.0;6716000.0;5100000.0;0.0;0.0;21462000.0;35468000.0;Pactos y convenciones
JOYA;0.0;0.0;0.0;0.0;3795000.0;0.0;0.0;11638000.0;5100000.0;0.0;0.0;37191000.0;57724000.0;Pactos y convenciones
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5100000.0;0.0;0.0;0.0;5100000.0;Pactos y convenciones
NARANJOS;0.0;0.0;0.0;0.0;1650000.0;0.0;0.0;5060000.0;5100000.0;0.0;0.0;16170000.0;27980000.0;Pactos y convenciones
YUNQUE;0.0;0.0;0.0;0.0;1035000.0;0.0;0.0;3174000.0;5100000.0;0.0;0.0;10143000.0;19452000.0;Pactos y convenciones
DONAMA;0.0;0.0;0.0;0.0;2265000.0;0.0;0.0;6946000.0;5100000.0;0.0;0.0;22197000.0;36508000.0;Pactos y convenciones
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5100000.0;0.0;0.0;0.0;5100000.0;Pactos y convenciones
DON MARCE SUR 2;0.0;0.0;0.0;0.0;1095000.0;0.0;0.0;3358000.0;5100000.0;0.0;0.0;10731000.0;20284000.0;Pactos y convenciones
LAS MARGARITAS;0.0;0.0;0.0;0.0;1845000.0;0.0;0.0;5658000.0;5100000.0;0.0;0.0;18081000.0;30684000.0;Pactos y convenciones
LA CECILIA;0.0;0.0;0.0;0.0;960000.0;0.0;0.0;2944000.0;5100000.0;0.0;0.0;9408000.0;18412000.0;Pactos y convenciones
JOSEFINA;0.0;0.0;0.0;0.0;1290000.0;0.0;0.0;3956000.0;5100000.0;0.0;0.0;12642000.0;22988000.0;Pactos y convenciones
SAN ALFREDO;0.0;0.0;0.0;0.0;765000.0;0.0;0.0;2346000.0;5100000.0;0.0;0.0;7497000.0;15708000.0;Pactos y convenciones
VICTORIA;0.0;0.0;0.0;0.0;3000000.0;0.0;0.0;9200000.0;5100000.0;0.0;0.0;29400000.0;46700000.0;Pactos y convenciones
CIRCASIA;0.0;0.0;0.0;0.0;1845000.0;0.0;0.0;5658000.0;5100000.0;0.0;0.0;18081000.0;30684000.0;Pactos y convenciones
CIENAGA;0.0;0.0;0.0;0.0;780000.0;0.0;0.0;2392000.0;5100000.0;0.0;0.0;7644000.0;15916000.0;Pactos y convenciones
MARIA;0.0;0.0;0.0;0.0;705000.0;0.0;0.0;2162000.0;5100000.0;0.0;0.0;6909000.0;14876000.0;Pactos y convenciones
REMANSO;0.0;0.0;0.0;0.0;5790000.0;0.0;0.0;17756000.0;5100000.0;0.0;0.0;56742000.0;85388000.0;Pactos y convenciones
PIEDECUESTA;0.0;0.0;0.0;0.0;2490000.0;0.0;0.0;7636000.0;5100000.0;0.0;0.0;24402000.0;39628000.0;Pactos y convenciones
NAUTICA;0.0;0.0;0.0;0.0;6495000.0;0.0;0.0;15318000.0;5100000.0;0.0;0.0;48951000.0;75864000.0;Pactos y convenciones
LAS LINAS;0.0;0.0;0.0;0.0;4395000.0;0.0;0.0;12880000.0;5100000.0;0.0;0.0;43365000.0;65740000.0;Pactos y convenciones
DON ALI;0.0;0.0;0.0;0.0;2940000.0;0.0;0.0;8602000.0;5100000.0;0.0;0.0;27489000.0;44131000.0;Pactos y convenciones
DR4 DON ALI;0.0;0.0;0.0;0.0;285000.0;0.0;0.0;874000.0;5100000.0;0.0;0.0;2793000.0;9052000.0;Pactos y convenciones
DON CARLOS;0.0;0.0;0.0;0.0;885000.0;0.0;0.0;2714000.0;5100000.0;0.0;0.0;8673000.0;17372000.0;Pactos y convenciones
EVA NORTE;0.0;0.0;0.0;0.0;6780000.0;0.0;0.0;20792000.0;5100000.0;0.0;0.0;66444000.0;99116000.0;Pactos y convenciones
DON PEDRO;0.0;0.0;0.0;0.0;3345000.0;0.0;0.0;10258000.0;5100000.0;0.0;0.0;32781000.0;51484000.0;Pactos y convenciones
LA VELA;0.0;0.0;0.0;0.0;2310000.0;0.0;0.0;6900000.0;5100000.0;0.0;0.0;22050000.0;36360000.0;Pactos y convenciones
ESPERANZA;0.0;0.0;0.0;0.0;2265000.0;0.0;0.0;6164000.0;5100000.0;0.0;0.0;19698000.0;33227000.0;Pactos y convenciones
LINA MARGARITA;0.0;0.0;0.0;0.0;1440000.0;0.0;0.0;5152000.0;5100000.0;0.0;0.0;16464000.0;28156000.0;Pactos y convenciones
DON MARCE;0.0;0.0;0.0;0.0;3405000.0;0.0;0.0;10442000.0;5100000.0;0.0;0.0;33369000.0;52316000.0;Pactos y convenciones
ENANO;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;1551240.0;18614880.0;Bono por vacaciones
EVA;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;1125900.0;13510800.0;Bono por vacaciones
SAMI;1534560.0;1592940.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;1609620.0;19223700.0;Bono por vacaciones
VEGA;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;625500.0;7506000.0;Bono por vacaciones
FEDERICA;1809780.0;1776420.0;1759740.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;1809780.0;21633960.0;Bono por vacaciones
NEERLANDIA;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;1200960.0;14411520.0;Bono por vacaciones
SAN ANTONIO;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;1309380.0;15712560.0;Bono por vacaciones
MRS;742260.0;617160.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;6530220.0;Bono por vacaciones
DON FUAD;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;1617960.0;19415520.0;Bono por vacaciones
EUFEMIA;2552040.0;2552040.0;2552040.0;2552040.0;2502000.0;2443620.0;2443620.0;2443620.0;2443620.0;2443620.0;2443620.0;2443620.0;29815500.0;Bono por vacaciones
OLGA;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;442020.0;5304240.0;Bono por vacaciones
DON SAID;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;5129100.0;61549200.0;Bono por vacaciones
ASUNTINA;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;2318520.0;27822240.0;Bono por vacaciones
PORLAMAR;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;4561980.0;54743760.0;Bono por vacaciones
EL MORRO;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;450360.0;5404320.0;Bono por vacaciones
LA PERLA;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;517080.0;6204960.0;Bono por vacaciones
ARACATACA;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;2577060.0;30924720.0;Bono por vacaciones
BOCATOMA;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;1217640.0;14611680.0;Bono por vacaciones
JOYA;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;2110020.0;25320240.0;Bono por vacaciones
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bono por vacaciones
NARANJOS;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;917400.0;11008800.0;Bono por vacaciones
YUNQUE;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;575460.0;6905520.0;Bono por vacaciones
DONAMA;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;1259340.0;15112080.0;Bono por vacaciones
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Bono por vacaciones
DON MARCE SUR 2;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;608820.0;7305840.0;Bono por vacaciones
LAS MARGARITAS;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;12309840.0;Bono por vacaciones
LA CECILIA;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;533760.0;6405120.0;Bono por vacaciones
JOSEFINA;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;717240.0;8606880.0;Bono por vacaciones
SAN ALFREDO;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;425340.0;5104080.0;Bono por vacaciones
VICTORIA;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;1668000.0;20016000.0;Bono por vacaciones
CIRCASIA;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;1025820.0;12309840.0;Bono por vacaciones
CIENAGA;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;433680.0;5204160.0;Bono por vacaciones
MARIA;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;391980.0;4703760.0;Bono por vacaciones
REMANSO;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;3219240.0;38630880.0;Bono por vacaciones
PIEDECUESTA;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;1384440.0;16613280.0;Bono por vacaciones
NAUTICA;3611220.0;3611220.0;3611220.0;3611220.0;3611220.0;3402720.0;2777220.0;2777220.0;2777220.0;2777220.0;2777220.0;2777220.0;38122140.0;Bono por vacaciones
LAS LINAS;2485320.0;2485320.0;2485320.0;2485320.0;2443620.0;2293500.0;2293500.0;2335200.0;2460300.0;2460300.0;2460300.0;2460300.0;29148300.0;Bono por vacaciones
DON ALI;1634640.0;1634640.0;1634640.0;1634640.0;1634640.0;1592940.0;1559580.0;1559580.0;1559580.0;1559580.0;1559580.0;1559580.0;19123620.0;Bono por vacaciones
DR4 DON ALI;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;158460.0;1901520.0;Bono por vacaciones
DON CARLOS;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;492060.0;5904720.0;Bono por vacaciones
EVA NORTE;3853080.0;3819720.0;3702960.0;3736320.0;3769680.0;3769680.0;3769680.0;3769680.0;3769680.0;3769680.0;3769680.0;3769680.0;45269520.0;Bono por vacaciones
DON PEDRO;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;1859820.0;22317840.0;Bono por vacaciones
LA VELA;1284360.0;1284360.0;1284360.0;1284360.0;1284360.0;1267680.0;1251000.0;1251000.0;1251000.0;1251000.0;1251000.0;1251000.0;15195480.0;Bono por vacaciones
ESPERANZA;1251000.0;1259340.0;1259340.0;1259340.0;1259340.0;1184280.0;1117560.0;1117560.0;1117560.0;1117560.0;1117560.0;1117560.0;14178000.0;Bono por vacaciones
LINA MARGARITA;750600.0;750600.0;750600.0;750600.0;800640.0;925740.0;934080.0;934080.0;934080.0;934080.0;934080.0;934080.0;10333260.0;Bono por vacaciones
DON MARCE;1150920.0;1426140.0;1709700.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;1893180.0;21325380.0;Bono por vacaciones
ENANO;511500.0;511500.0;2371500.0;19111500.0;511500.0;3301500.0;511500.0;511500.0;2371500.0;511500.0;511500.0;37711500.0;68448000.0;Actividades de Bienestar
EVA;371250.0;371250.0;1721250.0;13871250.0;371250.0;2396250.0;371250.0;371250.0;1721250.0;371250.0;371250.0;27371250.0;49680000.0;Actividades de Bienestar
SAMI;506000.0;525250.0;2460750.0;19830750.0;530750.0;3425750.0;530750.0;530750.0;2460750.0;530750.0;530750.0;39130750.0;70993750.0;Actividades de Bienestar
VEGA;206250.0;206250.0;956250.0;7706250.0;206250.0;1331250.0;206250.0;206250.0;956250.0;206250.0;206250.0;15206250.0;27600000.0;Actividades de Bienestar
FEDERICA;596750.0;585750.0;2690250.0;22296750.0;596750.0;3851750.0;596750.0;596750.0;2766750.0;596750.0;596750.0;43996750.0;79768500.0;Actividades de Bienestar
NEERLANDIA;396000.0;396000.0;1836000.0;14796000.0;396000.0;2556000.0;396000.0;396000.0;1836000.0;396000.0;396000.0;29196000.0;52992000.0;Actividades de Bienestar
SAN ANTONIO;431750.0;431750.0;2001750.0;16131750.0;431750.0;2786750.0;431750.0;431750.0;2001750.0;431750.0;431750.0;31831750.0;57776000.0;Actividades de Bienestar
MRS;244750.0;203500.0;790500.0;6370500.0;170500.0;1100500.0;170500.0;170500.0;790500.0;170500.0;170500.0;12570500.0;22923250.0;Actividades de Bienestar
DON FUAD;533500.0;533500.0;2473500.0;19933500.0;533500.0;3443500.0;533500.0;533500.0;2473500.0;533500.0;533500.0;39333500.0;71392000.0;Actividades de Bienestar
EUFEMIA;841500.0;841500.0;3901500.0;31441500.0;825000.0;5200750.0;805750.0;805750.0;3735750.0;805750.0;805750.0;59405750.0;109416250.0;Actividades de Bienestar
OLGA;145750.0;145750.0;675750.0;5445750.0;145750.0;940750.0;145750.0;145750.0;675750.0;145750.0;145750.0;10745750.0;19504000.0;Actividades de Bienestar
DON SAID;1691250.0;1691250.0;7841250.0;63191250.0;1691250.0;10916250.0;1691250.0;1691250.0;7841250.0;1691250.0;1691250.0;124691250.0;226320000.0;Actividades de Bienestar
ASUNTINA;764500.0;764500.0;3544500.0;28564500.0;764500.0;4934500.0;764500.0;764500.0;3544500.0;764500.0;764500.0;56364500.0;102304000.0;Actividades de Bienestar
PORLAMAR;1504250.0;1504250.0;6974250.0;56204250.0;1504250.0;9709250.0;1504250.0;1504250.0;6974250.0;1504250.0;1504250.0;110904250.0;201296000.0;Actividades de Bienestar
EL MORRO;148500.0;148500.0;688500.0;5548500.0;148500.0;958500.0;148500.0;148500.0;688500.0;148500.0;148500.0;10948500.0;19872000.0;Actividades de Bienestar
LA PERLA;170500.0;170500.0;790500.0;6370500.0;170500.0;1100500.0;170500.0;170500.0;790500.0;170500.0;170500.0;12570500.0;22816000.0;Actividades de Bienestar
ARACATACA;849750.0;849750.0;3939750.0;31749750.0;849750.0;5484750.0;849750.0;849750.0;3939750.0;849750.0;849750.0;62649750.0;113712000.0;Actividades de Bienestar
BOCATOMA;401500.0;401500.0;1861500.0;15001500.0;401500.0;2591500.0;401500.0;401500.0;1861500.0;401500.0;401500.0;29601500.0;53728000.0;Actividades de Bienestar
JOYA;695750.0;695750.0;3225750.0;25995750.0;695750.0;4490750.0;695750.0;695750.0;3225750.0;695750.0;695750.0;51295750.0;93104000.0;Actividades de Bienestar
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Actividades de Bienestar
NARANJOS;302500.0;302500.0;1402500.0;11302500.0;302500.0;1952500.0;302500.0;302500.0;1402500.0;302500.0;302500.0;22302500.0;40480000.0;Actividades de Bienestar
YUNQUE;189750.0;189750.0;879750.0;7089750.0;189750.0;1224750.0;189750.0;189750.0;879750.0;189750.0;189750.0;13989750.0;25392000.0;Actividades de Bienestar
DONAMA;415250.0;415250.0;1925250.0;15515250.0;415250.0;2680250.0;415250.0;415250.0;1925250.0;415250.0;415250.0;30615250.0;55568000.0;Actividades de Bienestar
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Actividades de Bienestar
DON MARCE SUR 2;200750.0;200750.0;930750.0;7500750.0;200750.0;1295750.0;200750.0;200750.0;930750.0;200750.0;200750.0;14800750.0;26864000.0;Actividades de Bienestar
LAS MARGARITAS;338250.0;338250.0;1568250.0;12638250.0;338250.0;2183250.0;338250.0;338250.0;1568250.0;338250.0;338250.0;24938250.0;45264000.0;Actividades de Bienestar
LA CECILIA;176000.0;176000.0;816000.0;6576000.0;176000.0;1136000.0;176000.0;176000.0;816000.0;176000.0;176000.0;12976000.0;23552000.0;Actividades de Bienestar
JOSEFINA;236500.0;236500.0;1096500.0;8836500.0;236500.0;1526500.0;236500.0;236500.0;1096500.0;236500.0;236500.0;17436500.0;31648000.0;Actividades de Bienestar
SAN ALFREDO;140250.0;140250.0;650250.0;5240250.0;140250.0;905250.0;140250.0;140250.0;650250.0;140250.0;140250.0;10340250.0;18768000.0;Actividades de Bienestar
VICTORIA;550000.0;550000.0;2550000.0;20550000.0;550000.0;3550000.0;550000.0;550000.0;2550000.0;550000.0;550000.0;40550000.0;73600000.0;Actividades de Bienestar
CIRCASIA;338250.0;338250.0;1568250.0;12638250.0;338250.0;2183250.0;338250.0;338250.0;1568250.0;338250.0;338250.0;24938250.0;45264000.0;Actividades de Bienestar
CIENAGA;143000.0;143000.0;663000.0;5343000.0;143000.0;923000.0;143000.0;143000.0;663000.0;143000.0;143000.0;10543000.0;19136000.0;Actividades de Bienestar
MARIA;129250.0;129250.0;599250.0;4829250.0;129250.0;834250.0;129250.0;129250.0;599250.0;129250.0;129250.0;9529250.0;17296000.0;Actividades de Bienestar
REMANSO;1061500.0;1061500.0;4921500.0;39661500.0;1061500.0;6851500.0;1061500.0;1061500.0;4921500.0;1061500.0;1061500.0;78261500.0;142048000.0;Actividades de Bienestar
PIEDECUESTA;456500.0;456500.0;2116500.0;17056500.0;456500.0;2946500.0;456500.0;456500.0;2116500.0;456500.0;456500.0;33656500.0;61088000.0;Actividades de Bienestar
NAUTICA;1190750.0;1190750.0;5520750.0;44490750.0;1190750.0;7242000.0;915750.0;915750.0;4245750.0;915750.0;915750.0;67515750.0;136250250.0;Actividades de Bienestar
LAS LINAS;819500.0;819500.0;3799500.0;30619500.0;805750.0;4881250.0;756250.0;770000.0;3761250.0;811250.0;811250.0;59811250.0;108466250.0;Actividades de Bienestar
DON ALI;539000.0;539000.0;2499000.0;20139000.0;539000.0;3390250.0;514250.0;514250.0;2384250.0;514250.0;514250.0;37914250.0;70000750.0;Actividades de Bienestar
DR4 DON ALI;52250.0;52250.0;242250.0;1952250.0;52250.0;337250.0;52250.0;52250.0;242250.0;52250.0;52250.0;3852250.0;6992000.0;Actividades de Bienestar
DON CARLOS;162250.0;162250.0;752250.0;6062250.0;162250.0;1047250.0;162250.0;162250.0;752250.0;162250.0;162250.0;11962250.0;21712000.0;Actividades de Bienestar
EVA NORTE;1270500.0;1259500.0;5661000.0;46032000.0;1243000.0;8023000.0;1243000.0;1243000.0;5763000.0;1243000.0;1243000.0;91643000.0;165867000.0;Actividades de Bienestar
DON PEDRO;613250.0;613250.0;2843250.0;22913250.0;613250.0;3958250.0;613250.0;613250.0;2843250.0;613250.0;613250.0;45213250.0;82064000.0;Actividades de Bienestar
