ID,FINCA,MAESTRA,PROMEDIADO,PRESTACIONES,FACTOR
100010,LA CECILIA,ORG SUR,G04,0.3887,0.0
100010,JOSEFINA,ORG SUR,G04,0.3887,0.0
100010,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100010,VICTORIA,ORG SUR,G04,0.3887,0.0
100010,CIRCASIA,ORG SUR,G04,0.3887,0.0
100010,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100010,MARÍA,ORG SUR,G04,0.3887,0.0
100010,REMANSO,ORG SUR,G04,0.3887,0.0
100010,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100010,NÁUTICA,CESAR,G05,0.3887,0.0
100010,LAS LINAS,LINAS,G04,0.3887,1.0
100010,DON ALÍ,ORG NORTE,G04,0.3887,1.0
100010,DR4 DON ALÍ,ORG NORTE,G04,0.3887,1.0
100010,DON CARLOS,CONT02,G04,0.3887,1.0
100010,EVA NORTE,ORG NORTE,G05,0.3887,1.0
100010,DON PEDRO,ORG NORTE,G04,0.3887,1.0
100010,LA VELA,ORG NORTE,G04,0.3887,1.0
100010,ESPERANZA,ORG NORTE,G04,0.3887,1.0
100010,LINA MARGARITA,PLAT,G04,0.3887,0.0
100010,DON MARCE,PLAT,G04,0.3887,0.0
100011,ENANO,REG SUR,G04,0.3887,0.0
100011,EVA,REG SUR,G04,0.3887,0.0
100011,SAMI,REG SUR,G04,0.3887,0.0
100011,VEGA,REG SUR,G04,0.3887,0.0
100011,FEDERICA,REG SUR,G04,0.3887,0.0
100011,NEERLANDIA,SG,G04,0.3887,0.0
100011,SAN ANTONIO,SG,G04,0.3887,0.0
100011,MRS,REG SUR,G04,0.3887,0.0
100011,DON FUAD,REG SUR,G04,0.3887,0.0
100011,EUFEMIA,EUF,G04,0.3887,0.0
100011,OLGA,EUF,G04,0.3887,0.0
100011,DON SAID,REG SUR,G04,0.3887,0.0
100011,ASUNTINA,REG SUR,G04,0.3887,0.0
100011,PORLAMAR,REG SUR,G05,0.3887,0.0
100011,EL MORRO,REG SUR,G04,0.3887,0.0
100011,LA PERLA,REG SUR,G04,0.3887,0.0
100011,ARACATACA,REG SUR,G05,0.3887,0.0
100011,BOCATOMA,REG SUR,G04,0.3887,0.0
100011,JOYA,REG SUR,G04,0.3887,0.0
100011,ESMERALDA,REG SUR,G04,0.3887,0.0
100011,NARANJOS,REG SUR,G04,0.3887,0.0
100011,YUNQUE,REG SUR,G04,0.3887,0.0
100011,DONAMA,REG SUR,G04,0.3887,0.0
100011,BURDEOS,REG SUR,G04,0.3887,0.0
100011,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100011,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100011,LA CECILIA,ORG SUR,G04,0.3887,0.0
100011,JOSEFINA,ORG SUR,G04,0.3887,0.0
100011,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100011,VICTORIA,ORG SUR,G04,0.3887,0.0
100011,CIRCASIA,ORG SUR,G04,0.3887,0.0
100011,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100011,MARÍA,ORG SUR,G04,0.3887,0.0
100011,REMANSO,ORG SUR,G04,0.3887,0.0
100011,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100011,NÁUTICA,CESAR,G05,0.3887,0.0
100011,LAS LINAS,LINAS,G04,0.3887,1.0
100011,DON ALÍ,ORG NORTE,G04,0.3887,1.0
100011,DR4 DON ALÍ,ORG NORTE,G04,0.3887,1.0
100011,DON CARLOS,CONT02,G04,0.3887,1.0
100011,EVA NORTE,ORG NORTE,G05,0.3887,1.0
100011,DON PEDRO,ORG NORTE,G04,0.3887,1.0
100011,LA VELA,ORG NORTE,G04,0.3887,1.0
100011,ESPERANZA,ORG NORTE,G04,0.3887,1.0
100011,LINA MARGARITA,PLAT,G04,0.3887,1.0
100011,DON MARCE,PLAT,G04,0.3887,1.0
100012,ENANO,REG SUR,G04,0.3887,0.0
100012,EVA,REG SUR,G04,0.3887,0.0
100012,SAMI,REG SUR,G04,0.3887,0.0
100012,VEGA,REG SUR,G04,0.3887,0.0
100012,FEDERICA,REG SUR,G04,0.3887,0.0
100012,NEERLANDIA,SG,G04,0.3887,0.0
100012,SAN ANTONIO,SG,G04,0.3887,0.0
100012,MRS,REG SUR,G04,0.3887,0.0
100012,DON FUAD,REG SUR,G04,0.3887,0.0
100012,EUFEMIA,EUF,G04,0.3887,0.0
100012,OLGA,EUF,G04,0.3887,0.0
100012,DON SAID,REG SUR,G04,0.3887,0.0
100012,ASUNTINA,REG SUR,G04,0.3887,0.0
100012,PORLAMAR,REG SUR,G05,0.3887,0.0
100012,EL MORRO,REG SUR,G04,0.3887,0.0
100012,LA PERLA,REG SUR,G04,0.3887,0.0
100012,ARACATACA,REG SUR,G05,0.3887,0.0
100012,BOCATOMA,REG SUR,G04,0.3887,0.0
100012,JOYA,REG SUR,G04,0.3887,0.0
100012,ESMERALDA,REG SUR,G04,0.3887,0.0
100012,NARANJOS,REG SUR,G04,0.3887,0.0
100012,YUNQUE,REG SUR,G04,0.3887,0.0
100012,DONAMA,REG SUR,G04,0.3887,0.0
100012,BURDEOS,REG SUR,G04,0.3887,0.0
100012,DON MARCE SUR 2,ORG SUR,G04,0.3887,1.0
100012,LAS MARGARITAS,ORG SUR,G04,0.3887,1.0
100012,LA CECILIA,ORG SUR,G04,0.3887,1.0
100012,JOSEFINA,ORG SUR,G04,0.3887,1.0
100012,SAN ALFREDO,ORG SUR,G04,0.3887,1.0
100012,VICTORIA,ORG SUR,G04,0.3887,1.0
100012,CIRCASIA,ORG SUR,G04,0.3887,1.0
100012,CIÉNAGA,ORG SUR,G04,0.3887,1.0
100012,MARÍA,ORG SUR,G04,0.3887,1.0
100012,REMANSO,ORG SUR,G04,0.3887,1.0
100012,PIEDECUESTA,ORG SUR,G04,0.3887,1.0
100012,NÁUTICA,CESAR,G05,0.3887,1.0
100012,LAS LINAS,LINAS,G04,0.3887,1.0
100012,DON ALÍ,ORG NORTE,G04,0.3887,1.0
100012,DR4 DON ALÍ,ORG NORTE,G04,0.3887,1.0
100012,DON CARLOS,CONT02,G04,0.3887,1.0
100012,EVA NORTE,ORG NORTE,G05,0.3887,1.0
100012,DON PEDRO,ORG NORTE,G04,0.3887,1.0
100012,LA VELA,ORG NORTE,G04,0.3887,1.0
100012,ESPERANZA,ORG NORTE,G04,0.3887,1.0
100012,LINA MARGARITA,PLAT,G04,0.3887,1.0
100012,DON MARCE,PLAT,G04,0.3887,1.0
100013,ENANO,REG SUR,G04,0.3887,1.0
100013,EVA,REG SUR,G04,0.3887,1.0
100013,SAMI,REG SUR,G04,0.3887,1.0
100013,VEGA,REG SUR,G04,0.3887,1.0
100013,FEDERICA,REG SUR,G04,0.3887,1.0
100013,NEERLANDIA,SG,G04,0.3887,1.0
100013,SAN ANTONIO,SG,G04,0.3887,1.0
100013,MRS,REG SUR,G04,0.3887,1.0
100013,DON FUAD,REG SUR,G04,0.3887,1.0
100013,EUFEMIA,EUF,G04,0.3887,0.0
100013,OLGA,EUF,G04,0.3887,0.0
100013,DON SAID,REG SUR,G04,0.3887,0.0
100013,ASUNTINA,REG SUR,G04,0.3887,0.0
100013,PORLAMAR,REG SUR,G05,0.3887,0.0
100013,EL MORRO,REG SUR,G04,0.3887,0.0
100013,LA PERLA,REG SUR,G04,0.3887,0.0
100013,ARACATACA,REG SUR,G05,0.3887,0.0
100013,BOCATOMA,REG SUR,G04,0.3887,0.0
100013,JOYA,REG SUR,G04,0.3887,0.0
100013,ESMERALDA,REG SUR,G04,0.3887,0.0
100013,NARANJOS,REG SUR,G04,0.3887,0.0
100013,YUNQUE,REG SUR,G04,0.3887,0.0
100013,DONAMA,REG SUR,G04,0.3887,0.0
100013,BURDEOS,REG SUR,G04,0.3887,0.0
100013,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100013,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100013,LA CECILIA,ORG SUR,G04,0.3887,0.0
100013,JOSEFINA,ORG SUR,G04,0.3887,0.0
100013,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100013,VICTORIA,ORG SUR,G04,0.3887,0.0
100013,CIRCASIA,ORG SUR,G04,0.3887,0.0
100013,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100013,MARÍA,ORG SUR,G04,0.3887,0.0
100013,REMANSO,ORG SUR,G04,0.3887,0.0
100013,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100013,NÁUTICA,CESAR,G05,0.3887,0.0
100013,LAS LINAS,LINAS,G04,0.3887,1.0
100013,DON ALÍ,ORG NORTE,G04,0.3887,1.0
100013,DR4 DON ALÍ,ORG NORTE,G04,0.3887,1.0
100013,DON CARLOS,ORG NORTE,G04,0.3887,1.0
100013,EVA NORTE,ORG NORTE,G05,0.3887,1.0
100013,DON PEDRO,ORG NORTE,G04,0.3887,1.0
100013,LA VELA,ORG NORTE,G04,0.3887,1.0
100013,ESPERANZA,ORG NORTE,G04,0.3887,1.0
100013,LINA MARGARITA,PLAT,G04,0.3887,1.0
100013,DON MARCE,PLAT,G04,0.3887,1.0
100014,ENANO,REG SUR,G04,0.3887,0.0
100014,EVA,REG SUR,G04,0.3887,0.0
100014,SAMI,REG SUR,G04,0.3887,0.0
100014,VEGA,REG SUR,G04,0.3887,0.0
100014,FEDERICA,REG SUR,G04,0.3887,0.0
100014,NEERLANDIA,SG,G04,0.3887,0.0
100014,SAN ANTONIO,SG,G04,0.3887,0.0
100014,MRS,REG SUR,G04,0.3887,0.0
100014,DON FUAD,REG SUR,G04,0.3887,0.0
100014,EUFEMIA,EUF,G04,0.3887,0.0
100014,OLGA,EUF,G04,0.3887,0.0
100014,DON SAID,REG SUR,G04,0.3887,0.0
100014,ASUNTINA,REG SUR,G04,0.3887,0.0
100014,PORLAMAR,REG SUR,G05,0.3887,0.0
100014,EL MORRO,REG SUR,G04,0.3887,0.0
100014,LA PERLA,REG SUR,G04,0.3887,0.0
100014,ARACATACA,REG SUR,G05,0.3887,0.0
100014,BOCATOMA,REG SUR,G04,0.3887,0.0
100014,JOYA,REG SUR,G04,0.3887,0.0
100014,ESMERALDA,REG SUR,G04,0.3887,0.0
100014,NARANJOS,REG SUR,G04,0.3887,0.0
100014,YUNQUE,REG SUR,G04,0.3887,0.0
100014,DONAMA,REG SUR,G04,0.3887,0.0
100014,BURDEOS,REG SUR,G04,0.3887,0.0
100014,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100014,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100014,LA CECILIA,ORG SUR,G04,0.3887,0.0
100014,JOSEFINA,ORG SUR,G04,0.3887,0.0
100014,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100014,VICTORIA,ORG SUR,G04,0.3887,0.0
100014,CIRCASIA,ORG SUR,G04,0.3887,0.0
100014,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100014,MARÍA,ORG SUR,G04,0.3887,0.0
100014,REMANSO,ORG SUR,G04,0.3887,0.0
100014,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100014,NÁUTICA,CESAR,G05,0.3887,0.0
100014,LAS LINAS,LINAS,G04,0.3887,1.0
100014,DON ALÍ,ORG NORTE,G04,0.3887,1.0
100014,DR4 DON ALÍ,ORG NORTE,G04,0.3887,1.0
100014,DON CARLOS,ORG NORTE,G04,0.3887,1.0
100014,EVA NORTE,ORG NORTE,G05,0.3887,1.0
100014,DON PEDRO,ORG NORTE,G04,0.3887,1.0
100014,LA VELA,ORG NORTE,G04,0.3887,1.0
100014,ESPERANZA,ORG NORTE,G04,0.3887,1.0
100014,LINA MARGARITA,PLAT,G04,0.3887,1.0
100014,DON MARCE,PLAT,G04,0.3887,1.0
100015,ENANO,REG SUR,G04,0.3887,0.0
100015,EVA,REG SUR,G04,0.3887,0.0
100015,SAMI,REG SUR,G04,0.3887,0.0
100015,VEGA,REG SUR,G04,0.3887,0.0
100015,FEDERICA,REG SUR,G04,0.3887,0.0
100015,NEERLANDIA,SG,G04,0.3887,0.0
100015,SAN ANTONIO,SG,G04,0.3887,0.0
100015,MRS,REG SUR,G04,0.3887,0.0
100015,DON FUAD,REG SUR,G04,0.3887,0.0
100015,EUFEMIA,EUF,G04,0.3887,0.0
100015,OLGA,EUF,G04,0.3887,0.0
100015,DON SAID,REG SUR,G04,0.3887,0.0
100015,ASUNTINA,REG SUR,G04,0.3887,0.0
100015,PORLAMAR,REG SUR,G05,0.3887,0.0
100015,EL MORRO,REG SUR,G04,0.3887,0.0
100015,LA PERLA,REG SUR,G04,0.3887,0.0
100015,ARACATACA,REG SUR,G05,0.3887,0.0
100015,BOCATOMA,REG SUR,G04,0.3887,0.0
100015,JOYA,REG SUR,G04,0.3887,0.0
100015,ESMERALDA,REG SUR,G04,0.3887,0.0
100015,NARANJOS,REG SUR,G04,0.3887,0.0
100015,YUNQUE,REG SUR,G04,0.3887,0.0
100015,DONAMA,REG SUR,G04,0.3887,0.0
100015,BURDEOS,REG SUR,G04,0.3887,0.0
100015,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100015,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100015,LA CECILIA,ORG SUR,G04,0.3887,0.0
100015,JOSEFINA,ORG SUR,G04,0.3887,0.0
100015,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100015,VICTORIA,ORG SUR,G04,0.3887,0.0
100015,CIRCASIA,ORG SUR,G04,0.3887,0.0
100015,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100015,MARÍA,ORG SUR,G04,0.3887,0.0
100015,REMANSO,ORG SUR,G04,0.3887,0.0
100015,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100015,NÁUTICA,CESAR,G05,0.3887,0.0
100015,LAS LINAS,LINAS,G04,0.3887,0.0
100015,DON ALÍ,ORG NORTE,G04,0.3887,1.0
100015,DR4 DON ALÍ,ORG NORTE,G04,0.3887,0.55
100015,DON CARLOS,ORG NORTE,G04,0.3887,1.0
100015,EVA NORTE,ORG NORTE,G05,0.3887,1.0
100015,DON PEDRO,ORG NORTE,G04,0.3887,1.0
100015,LA VELA,ORG NORTE,G04,0.3887,1.0
100015,ESPERANZA,ORG NORTE,G04,0.3887,1.0
100015,LINA MARGARITA,PLAT,G04,0.3887,1.0
100015,DON MARCE,PLAT,G04,0.3887,1.0
100016,ENANO,REG SUR,G04,0.3887,0.0
100016,EVA,REG SUR,G04,0.3887,0.0
100016,SAMI,REG SUR,G04,0.3887,0.0
100016,VEGA,REG SUR,G04,0.3887,0.0
100016,FEDERICA,REG SUR,G04,0.3887,0.0
100016,NEERLANDIA,SG,G04,0.3887,0.0
100016,SAN ANTONIO,SG,G04,0.3887,0.0
100016,MRS,REG SUR,G04,0.3887,0.0
100016,DON FUAD,REG SUR,G04,0.3887,0.0
100016,EUFEMIA,EUF,G04,0.3887,0.0
100016,OLGA,EUF,G04,0.3887,0.0
100016,DON SAID,REG SUR,G04,0.3887,0.0
100016,ASUNTINA,REG SUR,G04,0.3887,0.0
100016,PORLAMAR,REG SUR,G05,0.3887,0.0
100016,EL MORRO,REG SUR,G04,0.3887,0.0
100016,LA PERLA,REG SUR,G04,0.3887,0.0
100016,ARACATACA,REG SUR,G05,0.3887,0.0
100016,BOCATOMA,REG SUR,G04,0.3887,0.0
100016,JOYA,REG SUR,G04,0.3887,0.0
100016,ESMERALDA,REG SUR,G04,0.3887,0.0
100016,NARANJOS,REG SUR,G04,0.3887,0.0
100016,YUNQUE,REG SUR,G04,0.3887,0.0
100016,DONAMA,REG SUR,G04,0.3887,0.0
100016,BURDEOS,REG SUR,G04,0.3887,0.0
100016,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100016,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100016,LA CECILIA,ORG SUR,G04,0.3887,0.0
100016,JOSEFINA,ORG SUR,G04,0.3887,0.0
100016,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100016,VICTORIA,ORG SUR,G04,0.3887,0.0
100016,CIRCASIA,ORG SUR,G04,0.3887,0.0
100016,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100016,MARÍA,ORG SUR,G04,0.3887,0.0
100016,REMANSO,ORG SUR,G04,0.3887,0.0
100016,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100016,NÁUTICA,CESAR,G05,0.3887,0.0
100016,LAS LINAS,LINAS,G04,0.3887,1.0
100016,DON ALÍ,ORG NORTE,G04,0.3887,1.0
100016,DR4 DON ALÍ,ORG NORTE,G04,0.3887,1.0
100016,DON CARLOS,ORG NORTE,G04,0.3887,1.0
100016,EVA NORTE,ORG NORTE,G05,0.3887,1.0
100016,DON PEDRO,ORG NORTE,G04,0.3887,1.0
100016,LA VELA,ORG NORTE,G04,0.3887,1.0
100016,ESPERANZA,ORG NORTE,G04,0.3887,1.0
100016,LINA MARGARITA,PLAT,G04,0.3887,1.0
100016,DON MARCE,PLAT,G04,0.3887,1.0
100017,ENANO,REG SUR,G04,0.3887,0.0
100017,EVA,REG SUR,G04,0.3887,0.0
100017,SAMI,REG SUR,G04,0.3887,0.0
100017,VEGA,REG SUR,G04,0.3887,0.0
100017,FEDERICA,REG SUR,G04,0.3887,0.0
100017,NEERLANDIA,SG,G04,0.3887,0.0
100017,SAN ANTONIO,SG,G04,0.3887,0.0
100017,MRS,REG SUR,G04,0.3887,0.0
100017,DON FUAD,REG SUR,G04,0.3887,0.0
100017,EUFEMIA,EUF,G04,0.3887,0.0
100017,OLGA,EUF,G04,0.3887,0.0
100017,DON SAID,REG SUR,G04,0.3887,0.0
100017,ASUNTINA,REG SUR,G04,0.3887,0.0
100017,PORLAMAR,REG SUR,G05,0.3887,0.0
100017,EL MORRO,REG SUR,G04,0.3887,0.0
100017,LA PERLA,REG SUR,G04,0.3887,0.0
100017,ARACATACA,REG SUR,G05,0.3887,0.0
100017,BOCATOMA,REG SUR,G04,0.3887,0.0
100017,JOYA,REG SUR,G04,0.3887,0.0
100017,ESMERALDA,REG SUR,G04,0.3887,0.0
100017,NARANJOS,REG SUR,G04,0.3887,0.0
100017,YUNQUE,REG SUR,G04,0.3887,0.0
100017,DONAMA,REG SUR,G04,0.3887,0.0
100017,BURDEOS,REG SUR,G04,0.3887,0.0
100017,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100017,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100017,LA CECILIA,ORG SUR,G04,0.3887,0.0
100017,JOSEFINA,ORG SUR,G04,0.3887,0.0
100017,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100017,VICTORIA,ORG SUR,G04,0.3887,0.0
100017,CIRCASIA,ORG SUR,G04,0.3887,0.0
100017,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100017,MARÍA,ORG SUR,G04,0.3887,0.0
100017,REMANSO,ORG SUR,G04,0.3887,0.0
100017,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100017,NÁUTICA,CESAR,G05,0.3887,0.0
100017,LAS LINAS,LINAS,G04,0.3887,1.0
100017,DON ALÍ,ORG NORTE,G04,0.3887,1.0
100017,DR4 DON ALÍ,ORG NORTE,G04,0.3887,1.0
100017,DON CARLOS,ORG NORTE,G04,0.3887,1.0
100017,EVA NORTE,ORG NORTE,G05,0.3887,1.0
100017,DON PEDRO,ORG NORTE,G04,0.3887,1.0
100017,LA VELA,ORG NORTE,G04,0.3887,1.0
100017,ESPERANZA,ORG NORTE,G04,0.3887,1.0
100017,LINA MARGARITA,PLAT,G04,0.3887,1.0
100017,DON MARCE,PLAT,G04,0.3887,1.0
100018,ENANO,REG SUR,G04,0.3887,0.0
100018,EVA,REG SUR,G04,0.3887,0.0
100018,SAMI,REG SUR,G04,0.3887,0.0
100018,VEGA,REG SUR,G04,0.3887,0.0
100018,FEDERICA,REG SUR,G04,0.3887,0.0
100018,NEERLANDIA,SG,G04,0.3887,0.0
100018,SAN ANTONIO,SG,G04,0.3887,0.0
100018,MRS,REG SUR,G04,0.3887,0.0
100018,DON FUAD,REG SUR,G04,0.3887,0.0
100018,EUFEMIA,EUF,G04,0.3887,0.0
100018,OLGA,EUF,G04,0.3887,0.0
100018,DON SAID,REG SUR,G04,0.3887,0.0
100018,ASUNTINA,REG SUR,G04,0.3887,0.0
100018,PORLAMAR,REG SUR,G05,0.3887,0.0
100018,EL MORRO,REG SUR,G04,0.3887,0.0
100018,LA PERLA,REG SUR,G04,0.3887,0.0
100018,ARACATACA,REG SUR,G05,0.3887,0.0
100018,BOCATOMA,REG SUR,G04,0.3887,0.0
100018,JOYA,REG SUR,G04,0.3887,0.0
100018,ESMERALDA,REG SUR,G04,0.3887,0.0
100018,NARANJOS,REG SUR,G04,0.3887,0.0
100018,YUNQUE,REG SUR,G04,0.3887,0.0
100018,DONAMA,REG SUR,G04,0.3887,0.0
100018,BURDEOS,REG SUR,G04,0.3887,0.0
100018,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100018,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100018,LA CECILIA,ORG SUR,G04,0.3887,0.0
100018,JOSEFINA,ORG SUR,G04,0.3887,0.0
100018,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100018,VICTORIA,ORG SUR,G04,0.3887,0.0
100018,CIRCASIA,ORG SUR,G04,0.3887,0.0
100018,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100018,MARÍA,ORG SUR,G04,0.3887,0.0
100018,REMANSO,ORG SUR,G04,0.3887,0.0
100018,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100018,NÁUTICA,CESAR,G05,0.3887,0.0
100018,LAS LINAS,LINAS,G04,0.3887,1.0
100018,DON ALÍ,ORG NORTE,G04,0.3887,1.0
100018,DR4 DON ALÍ,ORG NORTE,G04,0.3887,1.0
100018,DON CARLOS,ORG NORTE,G04,0.3887,1.0
100018,EVA NORTE,ORG NORTE,G05,0.3887,1.0
100018,DON PEDRO,ORG NORTE,G04,0.3887,1.0
100018,LA VELA,ORG NORTE,G04,0.3887,1.0
100018,ESPERANZA,ORG NORTE,G04,0.3887,1.0
100018,LINA MARGARITA,PLAT,G04,0.3887,1.0
100018,DON MARCE,PLAT,G04,0.3887,1.0
100019,ENANO,REG SUR,G04,0.3887,0.07857142857142857
100019,EVA,REG SUR,G04,0.3887,0.07857142857142857
100019,SAMI,REG SUR,G04,0.3887,0.07857142857142857
100019,VEGA,REG SUR,G04,0.3887,0.07857142857142857
100019,FEDERICA,REG SUR,G04,0.3887,0.07857142857142857
100019,NEERLANDIA,SG,G04,0.3887,0.07857142857142857
100019,SAN ANTONIO,SG,G04,0.3887,0.07857142857142857
100019,MRS,REG SUR,G04,0.3887,0.07857142857142857
100019,DON FUAD,REG SUR,G04,0.3887,0.07857142857142857
100019,EUFEMIA,EUF,G04,0.3887,1.0
100019,OLGA,EUF,G04,0.3887,1.0
100019,DON SAID,REG SUR,G04,0.3887,0.07857142857142857
100019,ASUNTINA,REG SUR,G04,0.3887,0.07857142857142857
100019,PORLAMAR,REG SUR,G05,0.3887,0.07857142857142857
100019,EL MORRO,REG SUR,G04,0.3887,0.07857142857142857
100019,LA PERLA,REG SUR,G04,0.3887,0.07857142857142857
100019,ARACATACA,REG SUR,G05,0.3887,0.07857142857142857
100019,BOCATOMA,REG SUR,G04,0.3887,0.07857142857142857
100019,JOYA,REG SUR,G04,0.3887,0.07857142857142857
100019,ESMERALDA,REG SUR,G04,0.3887,0.07857142857142857
100019,NARANJOS,REG SUR,G04,0.3887,0.07857142857142857
100019,YUNQUE,REG SUR,G04,0.3887,0.07857142857142857
100019,DONAMA,REG SUR,G04,0.3887,0.07857142857142857
100019,BURDEOS,REG SUR,G04,0.3887,0.07857142857142857
100019,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.07857142857142857
100019,LAS MARGARITAS,ORG SUR,G04,0.3887,0.07857142857142857
100019,LA CECILIA,ORG SUR,G04,0.3887,0.07857142857142857
100019,JOSEFINA,ORG SUR,G04,0.3887,0.07857142857142857
100019,SAN ALFREDO,ORG SUR,G04,0.3887,0.07857142857142857
100019,VICTORIA,ORG SUR,G04,0.3887,0.07857142857142857
100019,CIRCASIA,ORG SUR,G04,0.3887,0.07857142857142857
100019,CIÉNAGA,ORG SUR,G04,0.3887,0.07857142857142857
100019,MARÍA,ORG SUR,G04,0.3887,0.07857142857142857
100019,REMANSO,ORG SUR,G04,0.3887,0.07857142857142857
100019,PIEDECUESTA,ORG SUR,G04,0.3887,0.07857142857142857
100019,NÁUTICA,CESAR,G05,0.3887,0.07857142857142857
100019,LAS LINAS,LINAS,G04,0.3887,0.07857142857142857
100019,DON ALÍ,ORG NORTE,G04,0.3887,0.07857142857142857
100019,DR4 DON ALÍ,ORG NORTE,G04,0.3887,0.07857142857142857
100019,DON CARLOS,ORG NORTE,G04,0.3887,0.07857142857142857
100019,EVA NORTE,ORG NORTE,G05,0.3887,0.07857142857142857
100019,DON PEDRO,ORG NORTE,G04,0.3887,0.07857142857142857
100019,LA VELA,ORG NORTE,G04,0.3887,0.07857142857142857
100019,ESPERANZA,ORG NORTE,G04,0.3887,0.07857142857142857
100019,LINA MARGARITA,PLAT,G04,0.3887,0.07857142857142857
100019,DON MARCE,PLAT,G04,0.3887,0.07857142857142857
100020,ENANO,REG SUR,G04,0.3887,0.0
100020,EVA,REG SUR,G04,0.3887,0.0
100020,SAMI,REG SUR,G04,0.3887,0.0
100020,VEGA,REG SUR,G04,0.3887,0.0
100020,FEDERICA,REG SUR,G04,0.3887,0.0
100020,NEERLANDIA,SG,G04,0.3887,0.0
100020,SAN ANTONIO,SG,G04,0.3887,0.0
100020,MRS,REG SUR,G04,0.3887,0.0
100020,DON FUAD,REG SUR,G04,0.3887,0.0
100020,EUFEMIA,EUF,G04,0.3887,0.0
100020,OLGA,EUF,G04,0.3887,0.0
100020,DON SAID,REG SUR,G04,0.3887,0.0
100020,ASUNTINA,REG SUR,G04,0.3887,0.0
100020,PORLAMAR,REG SUR,G05,0.3887,0.0
100020,EL MORRO,REG SUR,G04,0.3887,0.0
100020,LA PERLA,REG SUR,G04,0.3887,0.0
100020,ARACATACA,REG SUR,G05,0.3887,0.0
100020,BOCATOMA,REG SUR,G04,0.3887,0.0
100020,JOYA,REG SUR,G04,0.3887,0.0
100020,ESMERALDA,REG SUR,G04,0.3887,0.0
100020,NARANJOS,REG SUR,G04,0.3887,0.0
100020,YUNQUE,REG SUR,G04,0.3887,0.0
100020,DONAMA,REG SUR,G04,0.3887,0.0
100020,BURDEOS,REG SUR,G04,0.3887,0.0
100020,DON MARCE SUR 2,ORG SUR,G04,0.3887,0.0
100020,LAS MARGARITAS,ORG SUR,G04,0.3887,0.0
100020,LA CECILIA,ORG SUR,G04,0.3887,0.0
100020,JOSEFINA,ORG SUR,G04,0.3887,0.0
100020,SAN ALFREDO,ORG SUR,G04,0.3887,0.0
100020,VICTORIA,ORG SUR,G04,0.3887,0.0
100020,CIRCASIA,ORG SUR,G04,0.3887,0.0
100020,CIÉNAGA,ORG SUR,G04,0.3887,0.0
100020,MARÍA,ORG SUR,G04,0.3887,0.0
100020,REMANSO,ORG SUR,G04,0.3887,0.0
100020,PIEDECUESTA,ORG SUR,G04,0.3887,0.0
100020,NÁUTICA,CESAR,G05,0.3887,0.0
100020,LAS LINAS,LINAS,G04,0.3887,341.25
100020,DON ALÍ,ORG NORTE,G04,0.3887,234.0
100020,DR4 DON ALÍ,ORG NORTE,G04,0.3887,9.75
100020,DON CARLOS,ORG NORTE,G04,0.3887,87.75
100020,EVA NORTE,ORG NORTE,G05,0.3887,468.0
100020,DON PEDRO,ORG NORTE,G04,0.3887,156.0
100020,LA VELA,ORG NORTE,G04,0.3887,117.0
